parental_rnai,parental_treatment,treatment,plate,worm,set_up_date,death_date
ev,plight,dark,2,4,08-Mar,25-Mar
ev,plight,dark,2,5,08-Mar,26-Mar
ev,plight,dark,2,6,08-Mar,27-Mar
ev,plight,light,2,2,08-Mar,13-Mar
ev,plight,light,2,3,08-Mar,13-Mar
ev,plight,light,2,5,08-Mar,14-Mar
ev,plight,light,2,6,08-Mar,14-Mar
ev,plight,light,2,7,08-Mar,14-Mar
ev,plight,light,2,8,08-Mar,16-Mar
ev,plight,light,2,9,08-Mar,16-Mar
ev,plight,light,2,10,08-Mar,18-Mar
raga,plight,dark,2,3,08-Mar,21-Mar
raga,plight,dark,2,4,08-Mar,22-Mar
raga,plight,dark,2,5,08-Mar,24-Mar
raga,plight,dark,2,7,08-Mar,28-Mar
raga,plight,dark,2,8,08-Mar,29-Mar
raga,plight,light,2,2,08-Mar,13-Mar
EV,PLight,Dark,2,1,08-Mar,09-Mar
raga,plight,light,2,4,08-Mar,14-Mar
raga,plight,light,2,5,08-Mar,14-Mar
raga,plight,light,2,6,08-Mar,14-Mar
raga,plight,light,2,7,08-Mar,14-Mar
raga,plight,light,2,8,08-Mar,15-Mar
EV,PLight,Dark,2,7,08-Mar,NA
EV,PLight,Dark,2,8,08-Mar,NA
EV,PLight,Dark,2,9,08-Mar,NA
EV,PLight,Dark,2,10,08-Mar,NA
raga,plight,light,2,9,08-Mar,15-Mar
raga,plight,light,2,10,08-Mar,15-Mar
ev,pdark,dark,2,3,16-Apr,03-May
ev,pdark,dark,2,4,16-Apr,07-May
ev,pdark,dark,2,5,16-Apr,07-May
ev,pdark,dark,2,6,16-Apr,08-May
ev,pdark,dark,2,7,16-Apr,09-May
ev,pdark,dark,2,8,16-Apr,10-May
ev,pdark,dark,2,9,16-Apr,11-May
ev,pdark,light,2,4,16-Apr,23-Apr
ev,pdark,light,2,5,16-Apr,23-Apr
ev,pdark,light,2,6,16-Apr,23-Apr
ev,pdark,light,2,7,16-Apr,24-Apr
ev,pdark,light,2,8,16-Apr,24-Apr
ev,pdark,light,2,9,16-Apr,24-Apr
ev,pdark,light,2,10,16-Apr,24-Apr
raga,pdark,dark,2,2,16-Apr,07-May
raga,pdark,dark,2,3,16-Apr,09-May
raga,pdark,dark,2,4,16-Apr,09-May
raga,pdark,dark,2,5,16-Apr,10-May
raga,pdark,dark,2,6,16-Apr,10-May
EV,PLight,Light,2,1,08-Mar,10-Mar
raga,pdark,dark,2,7,16-Apr,10-May
raga,pdark,light,2,1,16-Apr,22-Apr
EV,PLight,Light,2,4,08-Mar,14-Mar
raga,pdark,light,2,2,16-Apr,23-Apr
raga,pdark,light,2,3,16-Apr,23-Apr
raga,pdark,light,2,4,16-Apr,23-Apr
raga,pdark,light,2,5,16-Apr,23-Apr
ev,plight,dark,2,2,16-Apr,28-Apr
ev,plight,dark,2,3,16-Apr,05-May
ev,plight,dark,2,4,16-Apr,08-May
ev,plight,dark,2,5,16-Apr,09-May
ev,plight,dark,2,6,16-Apr,09-May
ev,plight,dark,2,7,16-Apr,10-May
ev,plight,dark,2,8,16-Apr,10-May
ev,plight,dark,2,9,16-Apr,12-May
ev,plight,dark,2,10,16-Apr,12-May
ev,plight,light,2,2,16-Apr,23-Apr
ev,plight,light,2,3,16-Apr,24-Apr
ev,plight,light,2,4,16-Apr,24-Apr
ev,plight,light,2,5,16-Apr,25-Apr
ev,plight,light,2,6,16-Apr,25-Apr
ev,plight,light,2,7,16-Apr,25-Apr
ev,plight,light,2,8,16-Apr,25-Apr
ev,plight,light,2,9,16-Apr,26-Apr
raga,plight,dark,2,2,16-Apr,03-May
raga,plight,dark,2,3,16-Apr,06-May
raga,plight,dark,2,4,16-Apr,06-May
raga,plight,dark,2,5,16-Apr,07-May
raga,plight,dark,2,6,16-Apr,08-May
raga,plight,dark,2,7,16-Apr,11-May
Raga,PLight,Dark,2,1,08-Mar,12-Mar
Raga,PLight,Dark,2,2,08-Mar,17-Mar
raga,plight,dark,2,8,16-Apr,12-May
raga,plight,dark,2,9,16-Apr,13-May
raga,plight,light,2,2,16-Apr,23-Apr
Raga,PLight,Dark,2,6,08-Mar,25-Mar
raga,plight,light,2,3,16-Apr,23-Apr
raga,plight,light,2,4,16-Apr,23-Apr
Raga,PLight,Dark,2,9,08-Mar,NA
Raga,PLight,Dark,2,10,08-Mar,NA
raga,plight,light,2,5,16-Apr,24-Apr
raga,plight,light,2,6,16-Apr,24-Apr
raga,plight,light,2,7,16-Apr,24-Apr
raga,plight,light,2,8,16-Apr,24-Apr
raga,plight,light,2,9,16-Apr,24-Apr
raga,plight,light,2,10,16-Apr,25-Apr
Raga,PLight,Light,2,1,08-Mar,12-Mar
Raga,PLight,Light,2,3,08-Mar,13-Mar
EV,PDark,Dark,2,1,16-Apr,19-Apr
EV,PDark,Dark,2,2,16-Apr,19-Apr
EV,PDark,Dark,2,10,16-Apr,NA
EV,PDark,Light,2,1,16-Apr,22-Apr
EV,PDark,Light,2,2,16-Apr,22-Apr
EV,PDark,Light,2,3,16-Apr,23-Apr
Raga,PDark,Dark,2,1,16-Apr,26-Apr
Raga,PDark,Dark,2,8,16-Apr,NA
Raga,PDark,Dark,2,9,16-Apr,NA
Raga,PDark,Dark,2,10,16-Apr,NA
Raga,PDark,Light,2,6,16-Apr,NA
Raga,PDark,Light,2,7,16-Apr,NA
Raga,PDark,Light,2,8,16-Apr,NA
Raga,PDark,Light,2,9,16-Apr,NA
Raga,PDark,Light,2,10,16-Apr,NA
EV,PLight,Dark,2,1,16-Apr,21-Apr
EV,PLight,Light,2,1,16-Apr,23-Apr
EV,PLight,Light,2,10,16-Apr,NA
Raga,PLight,Dark,2,1,16-Apr,21-Apr
Raga,PLight,Dark,2,10,16-Apr,13-May
Raga,PLight,Light,2,1,16-Apr,19-Apr
EV,PDark,Dark,1,1,07-Mar,12-Mar
ev,pdark,dark,1,2,07-Mar,16-Mar
ev,pdark,dark,1,3,07-Mar,19-Mar
EV,PDark,Dark,1,4,07-Mar,19-Mar
ev,pdark,dark,1,6,07-Mar,23-Mar
ev,pdark,dark,1,7,07-Mar,25-Mar
ev,pdark,dark,1,8,07-Mar,26-Mar
ev,pdark,dark,1,9,07-Mar,26-Mar
ev,pdark,dark,1,10,07-Mar,31-Mar
ev,pdark,light,1,2,07-Mar,14-Mar
ev,pdark,light,1,3,07-Mar,14-Mar
ev,pdark,light,1,4,07-Mar,15-Mar
ev,pdark,light,1,5,07-Mar,15-Mar
ev,pdark,light,1,6,07-Mar,15-Mar
ev,pdark,light,1,7,07-Mar,15-Mar
ev,pdark,light,1,8,07-Mar,15-Mar
ev,pdark,light,1,9,07-Mar,15-Mar
ev,pdark,light,1,10,07-Mar,15-Mar
raga,pdark,dark,1,3,07-Mar,20-Mar
raga,pdark,dark,1,4,07-Mar,23-Mar
raga,pdark,dark,1,5,07-Mar,25-Mar
raga,pdark,dark,1,6,07-Mar,25-Mar
raga,pdark,dark,1,7,07-Mar,26-Mar
raga,pdark,dark,1,8,07-Mar,26-Mar
raga,pdark,dark,1,9,07-Mar,27-Mar
raga,pdark,dark,1,10,07-Mar,01-Apr
raga,pdark,light,1,3,07-Mar,14-Mar
raga,pdark,light,1,4,07-Mar,14-Mar
raga,pdark,light,1,5,07-Mar,14-Mar
raga,pdark,light,1,6,07-Mar,14-Mar
raga,pdark,light,1,7,07-Mar,14-Mar
raga,pdark,light,1,8,07-Mar,15-Mar
raga,pdark,light,1,9,07-Mar,15-Mar
raga,pdark,light,1,10,07-Mar,15-Mar
ev,plight,dark,1,1,08-Mar,23-Mar
ev,plight,dark,1,2,08-Mar,25-Mar
ev,plight,dark,1,3,08-Mar,25-Mar
ev,plight,dark,1,4,08-Mar,26-Mar
ev,plight,dark,1,5,08-Mar,26-Mar
ev,plight,dark,1,6,08-Mar,26-Mar
ev,plight,dark,1,7,08-Mar,27-Mar
ev,plight,dark,1,8,08-Mar,29-Mar
ev,plight,dark,1,9,08-Mar,29-Mar
EV,PDark,Light,1,1,07-Mar,14-Mar
ev,plight,dark,1,10,08-Mar,30-Mar
ev,plight,light,1,3,08-Mar,12-Mar
ev,plight,light,1,4,08-Mar,12-Mar
ev,plight,light,1,5,08-Mar,12-Mar
ev,plight,light,1,6,08-Mar,13-Mar
ev,plight,light,1,7,08-Mar,13-Mar
ev,plight,light,1,8,08-Mar,13-Mar
ev,plight,light,1,9,08-Mar,14-Mar
raga,plight,dark,1,2,08-Mar,23-Mar
raga,plight,dark,1,3,08-Mar,23-Mar
raga,plight,dark,1,4,08-Mar,24-Mar
raga,plight,dark,1,5,08-Mar,25-Mar
raga,plight,dark,1,6,08-Mar,26-Mar
raga,plight,dark,1,7,08-Mar,28-Mar
raga,plight,dark,1,8,08-Mar,28-Mar
raga,plight,dark,1,9,08-Mar,28-Mar
raga,plight,dark,1,10,08-Mar,29-Mar
raga,plight,light,1,2,08-Mar,13-Mar
raga,plight,light,1,3,08-Mar,13-Mar
raga,plight,light,1,4,08-Mar,13-Mar
raga,plight,light,1,5,08-Mar,13-Mar
raga,plight,light,1,6,08-Mar,13-Mar
raga,plight,light,1,7,08-Mar,13-Mar
raga,plight,light,1,8,08-Mar,14-Mar
raga,plight,light,1,9,08-Mar,14-Mar
raga,plight,light,1,10,08-Mar,14-Mar
ev,pdark,dark,1,2,16-Apr,05-May
ev,pdark,dark,1,3,16-Apr,06-May
ev,pdark,dark,1,4,16-Apr,06-May
ev,pdark,dark,1,5,16-Apr,07-May
ev,pdark,dark,1,6,16-Apr,07-May
ev,pdark,dark,1,7,16-Apr,08-May
ev,pdark,dark,1,8,16-Apr,08-May
ev,pdark,dark,1,9,16-Apr,10-May
ev,pdark,dark,1,10,16-Apr,11-May
ev,pdark,light,1,1,16-Apr,22-Apr
Raga,PDark,Dark,1,1,07-Mar,10-Mar
Raga,PDark,Dark,1,2,07-Mar,14-Mar
ev,pdark,light,1,2,16-Apr,22-Apr
ev,pdark,light,1,3,16-Apr,22-Apr
ev,pdark,light,1,4,16-Apr,23-Apr
ev,pdark,light,1,5,16-Apr,23-Apr
ev,pdark,light,1,6,16-Apr,23-Apr
ev,pdark,light,1,7,16-Apr,23-Apr
ev,pdark,light,1,8,16-Apr,24-Apr
ev,pdark,light,1,9,16-Apr,24-Apr
raga,pdark,dark,1,2,16-Apr,01-May
raga,pdark,dark,1,3,16-Apr,07-May
raga,pdark,dark,1,4,16-Apr,09-May
raga,pdark,dark,1,5,16-Apr,10-May
raga,pdark,dark,1,6,16-Apr,10-May
raga,pdark,dark,1,7,16-Apr,10-May
raga,pdark,light,1,2,16-Apr,23-Apr
raga,pdark,light,1,3,16-Apr,24-Apr
raga,pdark,light,1,4,16-Apr,24-Apr
ev,plight,dark,1,2,16-Apr,01-May
ev,plight,dark,1,3,16-Apr,03-May
ev,plight,dark,1,4,16-Apr,03-May
ev,plight,dark,1,5,16-Apr,07-May
ev,plight,dark,1,6,16-Apr,09-May
ev,plight,dark,1,7,16-Apr,09-May
ev,plight,dark,1,8,16-Apr,09-May
ev,plight,dark,1,9,16-Apr,11-May
ev,plight,light,1,3,16-Apr,22-Apr
ev,plight,light,1,6,16-Apr,23-Apr
ev,plight,light,1,7,16-Apr,25-Apr
raga,plight,dark,1,3,16-Apr,06-May
raga,plight,dark,1,4,16-Apr,08-May
raga,plight,dark,1,5,16-Apr,08-May
raga,plight,dark,1,6,16-Apr,08-May
raga,plight,dark,1,7,16-Apr,08-May
raga,plight,dark,1,8,16-Apr,09-May
raga,plight,dark,1,9,16-Apr,13-May
raga,plight,light,1,2,16-Apr,24-Apr
raga,plight,light,1,3,16-Apr,24-Apr
raga,plight,light,1,4,16-Apr,24-Apr
Raga,PDark,Light,1,1,07-Mar,10-Mar
Raga,PDark,Light,1,2,07-Mar,11-Mar
raga,plight,light,1,5,16-Apr,24-Apr
raga,plight,light,1,6,16-Apr,24-Apr
raga,plight,light,1,7,16-Apr,25-Apr
raga,plight,light,1,8,16-Apr,25-Apr
raga,plight,light,1,9,16-Apr,25-Apr
EV,PLight,Light,1,1,08-Mar,11-Mar
EV,PLight,Light,1,2,08-Mar,12-Mar
Raga,PLight,Light,1,1,08-Mar,11-Mar
EV,PDark,Dark,1,1,16-Apr,20-Apr
EV,PDark,Light,1,10,16-Apr,NA
Raga,PDark,Dark,1,1,16-Apr,21-Apr
Raga,PDark,Dark,1,8,16-Apr,NA
Raga,PDark,Dark,1,9,16-Apr,NA
Raga,PDark,Dark,1,10,16-Apr,NA
Raga,PDark,Light,1,1,16-Apr,22-Apr
Raga,PDark,Light,1,5,16-Apr,NA
Raga,PDark,Light,1,6,16-Apr,NA
Raga,PDark,Light,1,7,16-Apr,NA
Raga,PDark,Light,1,8,16-Apr,NA
Raga,PDark,Light,1,9,16-Apr,NA
Raga,PDark,Light,1,10,16-Apr,NA
EV,PLight,Dark,1,1,16-Apr,24-Apr
EV,PLight,Light,1,1,16-Apr,21-Apr
EV,PLight,Light,1,2,16-Apr,22-Apr
EV,PLight,Light,1,4,16-Apr,22-Apr
EV,PLight,Light,1,5,16-Apr,23-Apr
EV,PLight,Light,1,8,16-Apr,NA
EV,PLight,Light,1,9,16-Apr,NA
Raga,PLight,Dark,1,1,16-Apr,20-Apr
Raga,PLight,Dark,1,2,16-Apr,25-Apr
Raga,PLight,Dark,1,10,16-Apr,NA
Raga,PLight,Light,1,1,16-Apr,22-Apr
Raga,PLight,Light,1,10,16-Apr,NA
